cntrQ,idc,image_name,image_link,numMask,alt_mask,flips,focus
271,1,idc1-eC-gO-qry_rO_gte_1-flips_h0v0-nMasks_4-dMask_easy-dCmplx_EEE-fcs_WHAT_Ql-bsln_5.84)78.73)12.38_t-cntrQ_271.png,IM_8AnQqVSjmTrthwG,4,easy,h0v0,WHAT_Ql
244,1,idc1-eC-gO-qry_rO_gte_1-flips_h0v0-nMasks_4-dMask_easy-dCmplx_EEE-fcs_WHAT_Qn-bsln_47.05)42.60)14.24_t-cntrQ_244.png,IM_eP3DKvPbR2P76mO,4,easy,h0v0,WHAT_Qn
298,1,idc1-eC-gO-qry_rO_gte_1-flips_h0v0-nMasks_4-dMask_easy-dCmplx_EEE-fcs_WHERE-bsln_28.70)24.67)14.28_f-cntrQ_298.png,IM_0eQHahmlzipRUOO,4,easy,h0v0,WHERE
460,1,idc1-eC-gO-qry_wO_gte_1-flips_h0v0-nMasks_13-dMask_hard-dCmplx_EEE-fcs_WHERE-bsln_21.79)22.56)51.36_t-cntrQ_460.png,IM_29vLIPkdUwMHLpA,13,hard,h0v0,WHERE
433,1,idc1-eC-gO-qry_wO_gte_1-flips_h0v0-nMasks_14-dMask_hard-dCmplx_EEE-fcs_WHAT_Ql-bsln_47.42)78.73)55.14_f-cntrQ_433.png,IM_3wmulPpzxKwyQ1o,14,hard,h0v0,WHAT_Ql
406,1,idc1-eC-gO-qry_wO_gte_1-flips_h0v0-nMasks_14-dMask_hard-dCmplx_EEE-fcs_WHAT_Qn-bsln_45.59)42.60)55.15_t-cntrQ_406.png,IM_0kteVql7x3wgMPs,14,hard,h0v0,WHAT_Qn
379,1,idc1-eC-gO-qry_wO_gte_1-flips_h0v0-nMasks_3-dMask_medium-dCmplx_EEE-fcs_WHERE-bsln_17.50)22.56)27.96_t-cntrQ_379.png,IM_8dX2pr2HhWxjcVw,3,easy,h0v0,WHERE
352,1,idc1-eC-gO-qry_wO_gte_1-flips_h0v0-nMasks_4-dMask_medium-dCmplx_EEE-fcs_WHAT_Ql-bsln_28.97)78.73)28.97_t-cntrQ_352.png,IM_24fg3V7OoJ9SrCS,4,easy,h0v0,WHAT_Ql
325,1,idc1-eC-gO-qry_wO_gte_1-flips_h0v0-nMasks_7-dMask_medium-dCmplx_EEE-fcs_WHAT_Qn-bsln_37.74)42.60)33.93_t-cntrQ_325.png,IM_eA5C6gbDoBPnToi,7,medium,h0v0,WHAT_Qn
296,12,idc12-sF-gO-qry_hO_gte_1-flips_h0v0-nMasks_4-dMask_easy-dCmplx_HMH-fcs_WHAT_Ql-bsln_19.84)24.74)82.21_t-cntrQ_296.png,IM_3z1GkvtnAYXik6O,4,easy,h0v0,WHAT_Ql
269,12,idc12-sF-gO-qry_hO_gte_1-flips_h0v0-nMasks_4-dMask_easy-dCmplx_HMH-fcs_WHAT_Qn-bsln_22.41)23.06)84.81_f-cntrQ_269.png,IM_a9GGqIlifAiv8eG,4,easy,h0v0,WHAT_Qn
323,12,idc12-sF-gO-qry_hO_gte_1-flips_h0v0-nMasks_4-dMask_easy-dCmplx_HMH-fcs_WHERE-bsln_22.91)23.34)84.76_f-cntrQ_323.png,IM_8j09KfydIf8EsnQ,4,easy,h0v0,WHERE
485,12,idc12-sF-gO-qry_wO_gte_1-flips_h0v0-nMasks_12-dMask_hard-dCmplx_HMH-fcs_WHERE-bsln_27.19)26.13)54.96_t-cntrQ_485.png,IM_bEC3pCRRFIi50k6,12,hard,h0v0,WHERE
431,12,idc12-sF-gO-qry_wO_gte_1-flips_h0v0-nMasks_13-dMask_hard-dCmplx_HMH-fcs_WHAT_Qn-bsln_24.83)23.06)63.69_t-cntrQ_431.png,IM_eLGRcawLM3femcS,13,hard,h0v0,WHAT_Qn
458,12,idc12-sF-gO-qry_wO_gte_1-flips_h0v0-nMasks_14-dMask_hard-dCmplx_HMH-fcs_WHAT_Ql-bsln_13.91)24.74)54.38_t-cntrQ_458.png,IM_9n6iUwyCYhPG0OW,14,hard,h0v0,WHAT_Ql
377,12,idc12-sF-gO-qry_wO_gte_1-flips_h0v0-nMasks_6-dMask_medium-dCmplx_HMH-fcs_WHAT_Ql-bsln_5.92)24.74)26.80_t-cntrQ_377.png,IM_d7jxhWAW9K12oGa,6,medium,h0v0,WHAT_Ql
404,12,idc12-sF-gO-qry_wO_gte_1-flips_h0v0-nMasks_6-dMask_medium-dCmplx_HMH-fcs_WHERE-bsln_31.03)26.13)31.45_t-cntrQ_404.png,IM_39vdVN913sgflLo,6,medium,h0v0,WHERE
350,12,idc12-sF-gO-qry_wO_gte_1-flips_h0v0-nMasks_7-dMask_medium-dCmplx_HMH-fcs_WHAT_Qn-bsln_27.16)23.06)22.77_f-cntrQ_350.png,IM_eb6R9tGc9ysxMeW,7,medium,h0v0,WHAT_Qn
329,14,idc14-eG-gO-qry_hO_gte_1-flips_h0v0-nMasks_6-dMask_medium-dCmplx_MME-fcs_WHAT_Qn-bsln_19.38)23.96)67.73_t-cntrQ_329.png,IM_24Ojj5V1n67pTxk,6,medium,h0v0,WHAT_Qn
275,14,idc14-eG-gO-qry_sF_gte_43.78-flips_h0v0-nMasks_6-dMask_easy-dCmplx_MME-fcs_WHAT_Ql-bsln_7.26)78.21)12.86_f-cntrQ_275.png,IM_7aOrBQxnalQduGW,6,medium,h0v0,WHAT_Ql
248,14,idc14-eG-gO-qry_sF_gte_43.78-flips_h0v0-nMasks_6-dMask_easy-dCmplx_MME-fcs_WHAT_Qn-bsln_17.65)23.96)13.06_f-cntrQ_248.png,IM_7WMvMcqRG1oDIOy,6,medium,h0v0,WHAT_Qn
302,14,idc14-eG-gO-qry_sF_gte_43.78-flips_h0v0-nMasks_6-dMask_easy-dCmplx_MME-fcs_WHERE-bsln_53.73)28.68)13.10_t-cntrQ_302.png,IM_3CaxBGKHiAB9qxE,6,medium,h0v0,WHERE
437,14,idc14-eG-gO-qry_wO_gte_1-flips_h0v0-nMasks_11-dMask_hard-dCmplx_MME-fcs_WHAT_Ql-bsln_22.19)78.21)33.60_f-cntrQ_437.png,IM_6EWdvhZF2sqZ1si,11,hard,h0v0,WHAT_Ql
410,14,idc14-eG-gO-qry_wO_gte_1-flips_h0v0-nMasks_6-dMask_hard-dCmplx_MME-fcs_WHAT_Qn-bsln_19.49)23.96)67.73_t-cntrQ_410.png,IM_3xtaYCXxwtZ7R3g,6,medium,h0v0,WHAT_Qn
356,14,idc14-eG-gO-qry_wO_gte_1-flips_h0v0-nMasks_7-dMask_medium-dCmplx_MME-fcs_WHAT_Ql-bsln_29.25)78.21)43.15_f-cntrQ_356.png,IM_3qFHH37fporBl1Y,7,medium,h0v0,WHAT_Ql
383,14,idc14-eG-gO-qry_wO_gte_1-flips_h0v0-nMasks_7-dMask_medium-dCmplx_MME-fcs_WHERE-bsln_22.56)28.68)35.82_t-cntrQ_383.png,IM_ePQpvxfd0X80kxE,7,medium,h0v0,WHERE
464,14,idc14-eG-gO-qry_wO_gte_1-flips_h0v0-nMasks_8-dMask_hard-dCmplx_MME-fcs_WHERE-bsln_31.90)28.68)46.79_t-cntrQ_464.png,IM_5dMiwFm58sxLGwm,8,medium,h0v0,WHERE
288,2,idc2-sF-wO-qry_gO_gte_1-flips_h0v0-nMasks_3-dMask_easy-dCmplx_HHM-fcs_WHAT_Ql-bsln_16.21)28.33)62.42_t-cntrQ_288.png,IM_daFPURZWKK0oN5s,3,easy,h0v0,WHAT_Ql
261,2,idc2-sF-wO-qry_gO_gte_1-flips_h0v0-nMasks_3-dMask_easy-dCmplx_HHM-fcs_WHAT_Qn-bsln_24.94)27.05)64.76_t-cntrQ_261.png,IM_9SIxF9dZq4UGkBw,3,easy,h0v0,WHAT_Qn
315,2,idc2-sF-wO-qry_gO_gte_1-flips_h0v0-nMasks_3-dMask_easy-dCmplx_HHM-fcs_WHERE-bsln_35.36)40.80)64.67_f-cntrQ_315.png,IM_b11lASV9hJ3hgp0,3,easy,h0v0,WHERE
477,2,idc2-sF-wO-qry_hO_gte_1-flips_h0v0-nMasks_12-dMask_hard-dCmplx_HHM-fcs_WHERE-bsln_32.26)38.45)62.5_t-cntrQ_477.png,IM_diAZRVp1itRjgA6,12,hard,h0v0,WHERE
423,2,idc2-sF-wO-qry_hO_gte_1-flips_h0v0-nMasks_13-dMask_hard-dCmplx_HHM-fcs_WHAT_Qn-bsln_37.91)27.05)21.95_f-cntrQ_423.png,IM_bjtF0GeIALKsK10,13,hard,h0v0,WHAT_Qn
450,2,idc2-sF-wO-qry_hO_gte_1-flips_h0v0-nMasks_14-dMask_hard-dCmplx_HHM-fcs_WHAT_Ql-bsln_15.15)28.33)57.42_t-cntrQ_450.png,IM_8dWPGTEQrxigOW2,14,hard,h0v0,WHAT_Ql
396,2,idc2-sF-wO-qry_hO_gte_1-flips_h0v0-nMasks_3-dMask_medium-dCmplx_HHM-fcs_WHERE-bsln_38.71)38.45)24.45_f-cntrQ_396.png,IM_9FgAf3rK4Tm7fPU,3,easy,h0v0,WHERE
342,2,idc2-sF-wO-qry_hO_gte_1-flips_h0v0-nMasks_4-dMask_medium-dCmplx_HHM-fcs_WHAT_Qn-bsln_18.23)27.05)17.61_t-cntrQ_342.png,IM_bI13rrSbKWOga2i,4,easy,h0v0,WHAT_Qn
369,2,idc2-sF-wO-qry_hO_gte_1-flips_h0v0-nMasks_5-dMask_medium-dCmplx_HHM-fcs_WHAT_Ql-bsln_9.09)28.33)25.60_t-cntrQ_369.png,IM_6MqMXicdl5rveoS,5,easy,h0v0,WHAT_Ql
294,20,idc20-eC-rO-qry_eT_gte_72.34-flips_h0v0-nMasks_4-dMask_easy-dCmplx_MHH-fcs_WHAT_Ql-bsln_27.75)65.70)41.62_t-cntrQ_294.png,IM_9MmNwTrg3X20nxY,4,easy,h0v0,WHAT_Ql
267,20,idc20-eC-rO-qry_eT_gte_72.34-flips_h0v0-nMasks_4-dMask_easy-dCmplx_MHH-fcs_WHAT_Qn-bsln_51.67)56.13)39.47_t-cntrQ_267.png,IM_5dnos5vXKhChjRY,4,easy,h0v0,WHAT_Qn
321,20,idc20-eC-rO-qry_eT_gte_72.34-flips_h0v0-nMasks_4-dMask_easy-dCmplx_MHH-fcs_WHERE-bsln_44.07)50.09)39.35_f-cntrQ_321.png,IM_cuLvY6GXzvG208S,4,easy,h0v0,WHERE
456,20,idc20-eC-rO-qry_wO_gte_1-flips_h0v0-nMasks_13-dMask_hard-dCmplx_MHH-fcs_WHAT_Ql-bsln_45.13)65.70)62.36_t-cntrQ_456.png,IM_3O6IEbwUYBD9mxU,13,hard,h0v0,WHAT_Ql
429,20,idc20-eC-rO-qry_wO_gte_1-flips_h0v0-nMasks_13-dMask_hard-dCmplx_MHH-fcs_WHAT_Qn-bsln_51.67)56.13)37.04_f-cntrQ_429.png,IM_5jvqowfZBGBjd6S,13,hard,h0v0,WHAT_Qn
483,20,idc20-eC-rO-qry_wO_gte_1-flips_h0v0-nMasks_13-dMask_hard-dCmplx_MHH-fcs_WHERE-bsln_60.77)50.09)64.70_f-cntrQ_483.png,IM_6lEhilDvDjlS0DA,13,hard,h0v0,WHERE
375,20,idc20-eC-rO-qry_wO_gte_1-flips_h0v0-nMasks_5-dMask_medium-dCmplx_MHH-fcs_WHAT_Ql-bsln_35.88)65.70)38.91_f-cntrQ_375.png,IM_6gIU8wxXTlyqCvc,5,easy,h0v0,WHAT_Ql
348,20,idc20-eC-rO-qry_wO_gte_1-flips_h0v0-nMasks_8-dMask_medium-dCmplx_MHH-fcs_WHAT_Qn-bsln_77.39)56.13)8.09_t-cntrQ_348.png,IM_42XMnR5dEkQtYV0,8,medium,h0v0,WHAT_Qn
402,20,idc20-eC-rO-qry_wO_gte_1-flips_h0v0-nMasks_8-dMask_medium-dCmplx_MHH-fcs_WHERE-bsln_41.98)50.09)37.52_t-cntrQ_402.png,IM_eP8efGBlotqbp6m,8,medium,h0v0,WHERE
285,22,idc22-eC-rO-qry_gO_gte_1-flips_h0v0-nMasks_2-dMask_easy-dCmplx_MHM-fcs_WHAT_Ql-bsln_1.39)44.15)27.39_t-cntrQ_285.png,IM_d73J84cGZCIb90a,2,easy,h0v0,WHAT_Ql
258,22,idc22-eC-rO-qry_gO_gte_1-flips_h0v0-nMasks_2-dMask_easy-dCmplx_MHM-fcs_WHAT_Qn-bsln_69.24)77.48)25.06_f-cntrQ_258.png,IM_3C7Nznlt4zRuJsq,2,easy,h0v0,WHAT_Qn
312,22,idc22-eC-rO-qry_gO_gte_1-flips_h0v0-nMasks_2-dMask_easy-dCmplx_MHM-fcs_WHERE-bsln_16.28)51.55)25.12_f-cntrQ_312.png,IM_6R60JOxurngSWFg,2,easy,h0v0,WHERE
339,22,idc22-eC-rO-qry_hO_gte_1-flips_h0v0-nMasks_3-dMask_medium-dCmplx_MHM-fcs_WHAT_Qn-bsln_80.71)77.48)25.06_t-cntrQ_339.png,IM_efEw2dSbXuozjN4,3,easy,h0v0,WHAT_Qn
366,22,idc22-eC-rO-qry_hO_gte_1-flips_h0v0-nMasks_6-dMask_medium-dCmplx_MHM-fcs_WHAT_Ql-bsln_16.57)44.15)33.68_f-cntrQ_366.png,IM_3lMyfgPfAneRPXE,6,medium,h0v0,WHAT_Ql
393,22,idc22-eC-rO-qry_hO_gte_1-flips_h0v0-nMasks_7-dMask_medium-dCmplx_MHM-fcs_WHERE-bsln_39.91)51.55)34.07_t-cntrQ_393.png,IM_08Qc5vxx1agN1l4,7,medium,h0v0,WHERE
474,22,idc22-eC-rO-qry_wO_gte_1-flips_h0v0-nMasks_12-dMask_hard-dCmplx_MHM-fcs_WHERE-bsln_39.42)47.33)62.18_t-cntrQ_474.png,IM_0cVdhSAj1BRW7CC,12,hard,h0v0,WHERE
447,22,idc22-eC-rO-qry_wO_gte_1-flips_h0v0-nMasks_13-dMask_hard-dCmplx_MHM-fcs_WHAT_Ql-bsln_26.00)44.15)58.46_t-cntrQ_447.png,IM_4GyqvhQfXvNx9au,13,hard,h0v0,WHAT_Ql
420,22,idc22-eC-rO-qry_wO_gte_1-flips_h0v0-nMasks_13-dMask_hard-dCmplx_MHM-fcs_WHAT_Qn-bsln_75.98)77.48)70.96_f-cntrQ_420.png,IM_2gceOLdGfFMKe6W,13,hard,h0v0,WHAT_Qn
327,29,idc29-eG-rO-qry_fC_gte_44.75-flips_h0v0-nMasks_10-dMask_medium-dCmplx_EHE-fcs_WHAT_Qn-bsln_41.05)34.69)48.12_t-cntrQ_327.png,IM_dhweE6hZrEyIwrc,10,hard,h0v0,WHAT_Qn
381,29,idc29-eG-rO-qry_hO_gte_1-flips_h0v0-nMasks_4-dMask_medium-dCmplx_EHE-fcs_WHERE-bsln_12.55)14.99)42.35_t-cntrQ_381.png,IM_9Y4ULwxaVZyCMUS,4,easy,h0v0,WHERE
354,29,idc29-eG-rO-qry_hO_gte_1-flips_h0v0-nMasks_5-dMask_medium-dCmplx_EHE-fcs_WHAT_Ql-bsln_25.30)71.60)27.36_f-cntrQ_354.png,IM_8385I3h4h8HDJUq,5,easy,h0v0,WHAT_Ql
462,29,idc29-eG-rO-qry_wO_gte_1-flips_h0v0-nMasks_12-dMask_hard-dCmplx_EHE-fcs_WHERE-bsln_21.49)21.78)59.24_t-cntrQ_462.png,IM_6EeAgjtnL2YcfPw,12,hard,h0v0,WHERE
408,29,idc29-eG-rO-qry_wO_gte_1-flips_h0v0-nMasks_13-dMask_hard-dCmplx_EHE-fcs_WHAT_Qn-bsln_37.51)34.69)64.97_t-cntrQ_408.png,IM_cucvTIj5Lr1cQIe,13,hard,h0v0,WHAT_Qn
435,29,idc29-eG-rO-qry_wO_gte_1-flips_h0v0-nMasks_18-dMask_hard-dCmplx_EHE-fcs_WHAT_Ql-bsln_38.88)71.60)52.26_t-cntrQ_435.png,IM_070WZFkLuDDxvBs,18,hard,h0v0,WHAT_Ql
273,29,idc29-eG-rO-qry_wO_gte_1-flips_h0v0-nMasks_4-dMask_easy-dCmplx_EHE-fcs_WHAT_Ql-bsln_49.99)71.60)65.02_t-cntrQ_273.png,IM_7NWVGe3vLcWvSwm,4,easy,h0v0,WHAT_Ql
246,29,idc29-eG-rO-qry_wO_gte_1-flips_h0v0-nMasks_4-dMask_easy-dCmplx_EHE-fcs_WHAT_Qn-bsln_31.48)34.69)64.97_t-cntrQ_246.png,IM_5cLh0BJOgZDeUjY,4,easy,h0v0,WHAT_Qn
300,29,idc29-eG-rO-qry_wO_gte_1-flips_h0v0-nMasks_4-dMask_easy-dCmplx_EHE-fcs_WHERE-bsln_17.82)15.50)64.87_f-cntrQ_300.png,IM_es7l5q2So2W5I0K,4,easy,h0v0,WHERE
287,3,idc3-sF-rO-qry_hO_gte_1-flips_h0v0-nMasks_2-dMask_easy-dCmplx_HMM-fcs_WHAT_Ql-bsln_13.00)65.24)19.71_f-cntrQ_287.png,IM_eWnbJjFSKX95Zj0,2,easy,h0v0,WHAT_Ql
260,3,idc3-sF-rO-qry_hO_gte_1-flips_h0v0-nMasks_2-dMask_easy-dCmplx_HMM-fcs_WHAT_Qn-bsln_31.72)43.31)24.92_t-cntrQ_260.png,IM_4UW2XZ1eARvZBtk,2,easy,h0v0,WHAT_Qn
314,3,idc3-sF-rO-qry_hO_gte_1-flips_h0v0-nMasks_2-dMask_easy-dCmplx_HMM-fcs_WHERE-bsln_56.84)33.25)24.69_f-cntrQ_314.png,IM_aacRYwKRyG6b554,2,easy,h0v0,WHERE
368,3,idc3-sF-rO-qry_wO_gte_1-flips_h0v0-nMasks_10-dMask_medium-dCmplx_HMM-fcs_WHAT_Ql-bsln_47.96)65.24)64.83_t-cntrQ_368.png,IM_9M2DT5c9XsKbEKa,10,hard,h0v0,WHAT_Ql
341,3,idc3-sF-rO-qry_wO_gte_1-flips_h0v0-nMasks_10-dMask_medium-dCmplx_HMM-fcs_WHAT_Qn-bsln_49.01)43.31)36.61_t-cntrQ_341.png,IM_bpdZKtbzAxY6gom,10,hard,h0v0,WHAT_Qn
395,3,idc3-sF-rO-qry_wO_gte_1-flips_h0v0-nMasks_10-dMask_medium-dCmplx_HMM-fcs_WHERE-bsln_45.14)39.18)53.70_f-cntrQ_395.png,IM_3HPnXQ6kyZcKfQi,10,hard,h0v0,WHERE
476,3,idc3-sF-rO-qry_wO_gte_1-flips_h0v0-nMasks_11-dMask_hard-dCmplx_HMM-fcs_WHERE-bsln_41.00)39.18)36.11_t-cntrQ_476.png,IM_d0hZCYp9GPCM4Hs,11,hard,h0v0,WHERE
449,3,idc3-sF-rO-qry_wO_gte_1-flips_h0v0-nMasks_8-dMask_hard-dCmplx_HMM-fcs_WHAT_Ql-bsln_33.53)65.24)46.13_f-cntrQ_449.png,IM_0iBZ2BmAjT3SwtM,8,medium,h0v0,WHAT_Ql
422,3,idc3-sF-rO-qry_wO_gte_1-flips_h0v0-nMasks_9-dMask_hard-dCmplx_HMM-fcs_WHAT_Qn-bsln_40.40)43.31)37.23_t-cntrQ_422.png,IM_0HF9WstoZlx85U2,9,medium,h0v0,WHAT_Qn
330,31,idc31-eC-gO-qry_rO_gte_1-flips_h0v0-nMasks_5-dMask_medium-dCmplx_MHE-fcs_WHAT_Qn-bsln_47.75)44.19)48.36_t-cntrQ_330.png,IM_cYk0gBiX7zBIv7o,5,easy,h0v0,WHAT_Qn
384,31,idc31-eC-gO-qry_wO_gte_1-flips_h0v0-nMasks_10-dMask_medium-dCmplx_MHE-fcs_WHERE-bsln_24.09)21.76)45.53_f-cntrQ_384.png,IM_0MrFlK3ZEoZHXtI,10,hard,h0v0,WHERE
411,31,idc31-eC-gO-qry_wO_gte_1-flips_h0v0-nMasks_12-dMask_hard-dCmplx_MHE-fcs_WHAT_Qn-bsln_29.40)44.19)19.58_t-cntrQ_411.png,IM_2uB2YfwAYPfeTcO,12,hard,h0v0,WHAT_Qn
438,31,idc31-eC-gO-qry_wO_gte_1-flips_h0v0-nMasks_14-dMask_hard-dCmplx_MHE-fcs_WHAT_Ql-bsln_31.41)58.62)49.77_f-cntrQ_438.png,IM_eMby6H7cUwFYOLY,14,hard,h0v0,WHAT_Ql
465,31,idc31-eC-gO-qry_wO_gte_1-flips_h0v0-nMasks_14-dMask_hard-dCmplx_MHE-fcs_WHERE-bsln_19.59)21.76)49.10_t-cntrQ_465.png,IM_4GBAcF0hdfPrPxk,14,hard,h0v0,WHERE
276,31,idc31-eC-gO-qry_wO_gte_1-flips_h0v0-nMasks_2-dMask_easy-dCmplx_MHE-fcs_WHAT_Ql-bsln_19.46)58.62)43.80_f-cntrQ_276.png,IM_4YJaiuC2ZC8mFts,2,easy,h0v0,WHAT_Ql
249,31,idc31-eC-gO-qry_wO_gte_1-flips_h0v0-nMasks_2-dMask_easy-dCmplx_MHE-fcs_WHAT_Qn-bsln_39.26)44.19)44.80_f-cntrQ_249.png,IM_3y0UuLiF48vK1JI,2,easy,h0v0,WHAT_Qn
303,31,idc31-eC-gO-qry_wO_gte_1-flips_h0v0-nMasks_2-dMask_easy-dCmplx_MHE-fcs_WHERE-bsln_22.25)18.52)44.64_t-cntrQ_303.png,IM_dg63IRpgcreql0i,2,easy,h0v0,WHERE
357,31,idc31-eC-gO-qry_wO_gte_1-flips_h0v0-nMasks_5-dMask_medium-dCmplx_MHE-fcs_WHAT_Ql-bsln_29.42)58.62)47.56_f-cntrQ_357.png,IM_6YkbVJaR1JFobRA,5,easy,h0v0,WHAT_Ql
281,32,idc32-sF-rO-qry_eT_gte_43.71-flips_h0v0-nMasks_5-dMask_easy-dCmplx_EMM-fcs_WHAT_Ql-bsln_21.88)56.70)24.94_t-cntrQ_281.png,IM_aUXkdxqTZ6COufI,5,easy,h0v0,WHAT_Ql
254,32,idc32-sF-rO-qry_eT_gte_43.71-flips_h0v0-nMasks_5-dMask_easy-dCmplx_EMM-fcs_WHAT_Qn-bsln_53.33)34.69)14.83_f-cntrQ_254.png,IM_6yrwemW7iUUBcY6,5,easy,h0v0,WHAT_Qn
308,32,idc32-sF-rO-qry_eT_gte_43.71-flips_h0v0-nMasks_5-dMask_easy-dCmplx_EMM-fcs_WHERE-bsln_29.19)32.31)25.59_t-cntrQ_308.png,IM_2iaPG3ul4t0PFps,5,easy,h0v0,WHERE
335,32,idc32-sF-rO-qry_gO_gte_1-flips_h0v0-nMasks_6-dMask_medium-dCmplx_EMM-fcs_WHAT_Qn-bsln_52.19)34.69)17.80_t-cntrQ_335.png,IM_5u9zue6y8mCUOPk,6,medium,h0v0,WHAT_Qn
362,32,idc32-sF-rO-qry_wO_gte_1-flips_h0v0-nMasks_1-dMask_medium-dCmplx_EMM-fcs_WHAT_Ql-bsln_0.94)56.70)14.58_f-cntrQ_362.png,IM_1N73a5UQSWJmiuG,1,easy,h0v0,WHAT_Ql
416,32,idc32-sF-rO-qry_wO_gte_1-flips_h0v0-nMasks_11-dMask_hard-dCmplx_EMM-fcs_WHAT_Qn-bsln_49.48)34.69)16.32_t-cntrQ_416.png,IM_0CIBgV8t9dvLgGi,11,hard,h0v0,WHAT_Qn
470,32,idc32-sF-rO-qry_wO_gte_1-flips_h0v0-nMasks_12-dMask_hard-dCmplx_EMM-fcs_WHERE-bsln_31.56)32.31)65.17_f-cntrQ_470.png,IM_brTBIIpIkOfZhRQ,12,hard,h0v0,WHERE
443,32,idc32-sF-rO-qry_wO_gte_1-flips_h0v0-nMasks_13-dMask_hard-dCmplx_EMM-fcs_WHAT_Ql-bsln_30.11)56.70)59.05_f-cntrQ_443.png,IM_eJ5ibMcHx5zl1Xw,13,hard,h0v0,WHAT_Ql
389,32,idc32-sF-rO-qry_wO_gte_1-flips_h0v0-nMasks_3-dMask_medium-dCmplx_EMM-fcs_WHERE-bsln_29.91)32.31)7.44_t-cntrQ_389.png,IM_d5oMpiz7TSS7Q2y,3,easy,h0v0,WHERE
279,33,idc33-eG-gO-qry_hO_gte_1-flips_h0v0-nMasks_4-dMask_easy-dCmplx_HHE-fcs_WHAT_Ql-bsln_0)18.64)12.35_t-cntrQ_279.png,IM_0026EKCjwQDNs7c,4,easy,h0v0,WHAT_Ql
252,33,idc33-eG-gO-qry_hO_gte_1-flips_h0v0-nMasks_4-dMask_easy-dCmplx_HHE-fcs_WHAT_Qn-bsln_55.98)64.92)14.42_f-cntrQ_252.png,IM_egmwSVf6a2BdkHQ,4,easy,h0v0,WHAT_Qn
306,33,idc33-eG-gO-qry_hO_gte_1-flips_h0v0-nMasks_4-dMask_easy-dCmplx_HHE-fcs_WHERE-bsln_26.54)26.66)14.15_f-cntrQ_306.png,IM_3DDt7tjRJXjT8Sa,4,easy,h0v0,WHERE
333,33,idc33-eG-gO-qry_rO_gte_1-flips_h0v0-nMasks_5-dMask_medium-dCmplx_HHE-fcs_WHAT_Qn-bsln_58.70)64.92)24.76_t-cntrQ_333.png,IM_d6xp8gXqtgnHh1Y,5,easy,h0v0,WHAT_Qn
360,33,idc33-eG-gO-qry_wO_gte_1-flips_h0v0-nMasks_1-dMask_medium-dCmplx_HHE-fcs_WHAT_Ql-bsln_8.15)18.64)21.44_f-cntrQ_360.png,IM_2bKC8cIKIF9uOQS,1,easy,h0v0,WHAT_Ql
414,33,idc33-eG-gO-qry_wO_gte_1-flips_h0v0-nMasks_11-dMask_hard-dCmplx_HHE-fcs_WHAT_Qn-bsln_65.48)64.92)59.56_f-cntrQ_414.png,IM_8lgFHJlCe8XbE2y,11,hard,h0v0,WHAT_Qn
441,33,idc33-eG-gO-qry_wO_gte_1-flips_h0v0-nMasks_12-dMask_hard-dCmplx_HHE-fcs_WHAT_Ql-bsln_13.05)18.64)58.50_f-cntrQ_441.png,IM_a9TXDbYeotntcsS,12,hard,h0v0,WHAT_Ql
468,33,idc33-eG-gO-qry_wO_gte_1-flips_h0v0-nMasks_12-dMask_hard-dCmplx_HHE-fcs_WHERE-bsln_15.10)16.49)56.91_t-cntrQ_468.png,IM_6XKHvUmTSXsB6Em,12,hard,h0v0,WHERE
387,33,idc33-eG-gO-qry_wO_gte_1-flips_h0v0-nMasks_2-dMask_medium-dCmplx_HHE-fcs_WHERE-bsln_17.41)16.49)15.72_t-cntrQ_387.png,IM_cMbyKvAuaglMGpg,2,easy,h0v0,WHERE
426,34,idc34-sF-gO-qry_wO_gte_1-flips_h0v0-nMasks_13-dMask_hard-dCmplx_EHH-fcs_WHAT_Qn-bsln_28.59)27.34)59.44_t-cntrQ_426.png,IM_3agHQKLjS1hKGAS,13,hard,h0v0,WHAT_Qn
480,34,idc34-sF-gO-qry_wO_gte_1-flips_h0v0-nMasks_13-dMask_hard-dCmplx_EHH-fcs_WHERE-bsln_32.14)34.14)59.31_t-cntrQ_480.png,IM_bO4KxEcNrEKgIfA,13,hard,h0v0,WHERE
453,34,idc34-sF-gO-qry_wO_gte_1-flips_h0v0-nMasks_14-dMask_hard-dCmplx_EHH-fcs_WHAT_Ql-bsln_13.28)21.44)57.57_t-cntrQ_453.png,IM_erPlrHpze4EnVRk,14,hard,h0v0,WHAT_Ql
291,34,idc34-sF-gO-qry_wO_gte_1-flips_h0v0-nMasks_3-dMask_easy-dCmplx_EHH-fcs_WHAT_Ql-bsln_20.51)21.44)75.52_f-cntrQ_291.png,IM_81Wi2p3esfAlPaC,3,easy,h0v0,WHAT_Ql
264,34,idc34-sF-gO-qry_wO_gte_1-flips_h0v0-nMasks_3-dMask_easy-dCmplx_EHH-fcs_WHAT_Qn-bsln_28.49)27.34)74.92_f-cntrQ_264.png,IM_1Cgy3cQzVV7cddc,3,easy,h0v0,WHAT_Qn
318,34,idc34-sF-gO-qry_wO_gte_1-flips_h0v0-nMasks_3-dMask_easy-dCmplx_EHH-fcs_WHERE-bsln_34.00)34.88)74.84_t-cntrQ_318.png,IM_eL5UPbafNkB2QjI,3,easy,h0v0,WHERE
